user_id,trip_id,dist_meters,dur,avg_speed_m_s
021,20070429083432,0.0734454059043311,0 days 04:19:13,4.722266180436642e-06
021,20070429222711,13.590814649225297,0 days 16:18:53,0.0002313999735961946
021,20070501010311,3.0826868790976585,0 days 13:12:16,6.484952202746673e-05
021,20070502000924,0.010384051310012327,0 days 00:00:50,0.00020768102620024654
021,20070502001318,1.3992273939156619,0 days 01:12:19,0.0003224769287659972
021,20070502013107,0.2721816534796319,0 days 02:42:12,2.7967699699921075e-05
021,20070503005908,0.05656618537379598,0 days 04:12:11,3.7384300689839388e-06
021,20070503235021,0.11001742719124044,0 days 03:57:13,7.729742653779277e-06
056,20071010152332,0.012355029262730006,0 days 00:09:27,2.1790175066543222e-05
056,20071011011520,0.013415936765445833,0 days 00:06:50,3.2721796988892275e-05
056,20071012005537,0.012672026521622323,0 days 00:05:30,3.8400080368552496e-05
056,20071013074915,0.03162069773884518,0 days 02:10:20,4.043567485785829e-06
056,20071015011822,0.01664026401270509,0 days 00:07:37,3.641195626412492e-05
056,20071015151105,0.02106692962307661,0 days 00:06:40,5.2667324057691525e-05
056,20071016012535,0.017331044800942885,0 days 00:08:08,3.5514436067505915e-05
056,20071017114917,0.04043962984286016,0 days 02:25:42,4.625901377586383e-06
056,20071017150317,0.018339829595109464,0 days 00:12:24,2.4650308595577236e-05
056,20071018011140,0.01752192158930351,0 days 00:09:14,3.162801730921212e-05
056,20071018150939,0.01655641124154309,0 days 00:14:13,1.9409626308960247e-05
056,20071019010935,0.016775384275780326,0 days 00:07:40,3.646822668647897e-05
056,20071019052441,0.4064252642522031,0 days 06:27:25,1.748441661657144e-05
056,20071022003737,0.016894457222611448,0 days 00:07:59,3.5270265600441434e-05
056,20071022101348,0.020809620668555552,0 days 05:10:15,1.117895281684424e-06
056,20071023012640,0.011705680520862394,0 days 00:05:04,3.850552802915261e-05
056,20071023152135,0.014782834597470804,0 days 00:05:11,4.753323021694792e-05
056,20071024011341,0.010608217086072168,0 days 00:04:58,3.5598043912993854e-05
056,20071026150617,0.01716302873946225,0 days 00:06:55,4.1356695757740356e-05
056,20071027052847,0.016457261535206866,0 days 00:08:08,3.372389658853866e-05
056,20071030015518,0.012020086342709272,0 days 00:06:06,3.2841765963686534e-05
056,20071030150436,0.02018734594114647,0 days 00:16:15,2.070497019604766e-05
056,20071101150736,0.00783097386105306,0 days 00:04:29,2.9111426992762304e-05
056,20071102125940,0.11027086966138087,0 days 02:04:25,1.4771717302261337e-05
056,20071103050313,0.05293491724129363,0 days 00:47:26,1.859976009883824e-05
056,20071104144644,0.012685931459793753,0 days 00:04:46,4.435640370557256e-05
056,20071108010536,0.01203715529056841,0 days 00:06:38,3.0244108770272388e-05
056,20071108145623,0.02038728344127394,0 days 00:15:46,2.1551039578513678e-05
056,20071109012510,0.002298111560681613,0 days 00:02:35,1.482652619794589e-05
056,20071128123035,0.4007083432448758,0 days 05:48:49,1.9146081668731225e-05
056,20080516053629,0.35124883239230326,0 days 04:45:12,2.05264628560252e-05
058,20070509144828,0.06080997614116613,0 days 00:11:35,8.749636854844047e-05
058,20070513022742,0.2364537037439645,0 days 01:05:33,6.012044336230981e-05
058,20070513034705,0.2087002694662863,0 days 00:37:07,9.371363694040697e-05
058,20070513232653,0.2676501494949761,0 days 00:36:12,0.00012322750897558754
058,20070515004624,0.010231806730686403,0 days 00:10:27,1.6318671021828396e-05
058,20070515134141,0.08297890245537375,0 days 00:20:10,6.857760533501962e-05
058,20070516013127,0.003920196906286229,0 days 00:01:38,4.0002009247818664e-05
058,20070519085818,0.2572004141158434,0 days 03:33:11,2.0107920734566758e-05
058,20070521133026,0.10892410174905866,0 days 01:39:09,1.8309648974459347e-05
080,20070704124742,0.1812041110665626,0 days 00:42:01,7.187787031597088e-05
080,20070705005024,0.20469236611929734,0 days 01:08:46,4.961036503133721e-05
058,20070523130317,0.07355459432028477,0 days 00:32:24,3.783672547339752e-05
058,20070524004911,0.08610617617867197,0 days 00:48:30,2.9589751264148443e-05
058,20070526021618,0.9150662697202991,0 days 06:34:14,3.868547686312248e-05
058,20070601004146,0.07857758165240682,0 days 00:51:12,2.557863986080951e-05
058,20070603095025,0.0990420097787685,0 days 03:19:53,8.258318167161552e-06
058,20110309105252,0.14784083970739453,0 days 02:43:05,1.510892587709704e-05
058,20110310011134,0.15009252587642424,0 days 02:34:14,1.6219205303266075e-05
058,20110310104103,0.1498805161245435,0 days 03:16:02,1.2742774708769215e-05
058,20110311005903,0.14878967463475692,0 days 02:46:23,1.490430478160442e-05
058,20110311104634,0.15197263739775835,0 days 04:04:09,1.0374267007833869e-05
058,20110312031252,0.25903657111305084,0 days 08:20:23,8.627937618261027e-06
058,20110829101257,0.06828590083789071,0 days 01:45:40,1.0770646819856579e-05
058,20110830001521,0.04286957828957371,0 days 00:55:38,1.2842893436061627e-05
064,20080815074715,0.050696590964355484,0 days 00:36:46,2.2981228904966222e-05
064,20080816001700,0.3788490185665021,0 days 12:37:46,8.332578598656186e-06
064,20080816235335,0.5849998887153374,0 days 13:46:42,1.1793877035509403e-05
064,20080818000235,0.11294618194139551,0 days 00:30:22,6.199022060449808e-05
064,20080818103359,0.12616717785255707,0 days 01:11:02,2.9602810383049523e-05
064,20080820000536,0.6963276528822604,0 days 13:56:29,1.3874108925905286e-05
064,20080821105552,0.2146882713835972,0 days 01:08:54,5.193233463560648e-05
064,20080823115429,0.08122220546429722,0 days 02:01:27,1.1146178875298094e-05
064,20080824001306,2.1701828449328295,0 days 11:58:51,5.031607996412857e-05
064,20080825063405,0.09410362900883058,0 days 05:13:16,5.006577410557064e-06
064,20080825114723,0.013983096612130087,0 days 00:07:00,3.32930871717383e-05
064,20080826002736,0.04723233666434191,0 days 01:15:04,1.0486753255848559e-05
064,20080826101730,0.036857901184681914,0 days 00:19:54,3.086926397377045e-05
064,20080827002700,0.042911764540810755,0 days 00:28:22,2.5212552609172006e-05
064,20080827102100,0.07424678114988767,0 days 02:16:55,9.037952665841469e-06
064,20080828004435,0.0054138791383586925,0 days 00:01:54,4.7490167880339405e-05
064,20080828004633,0.03479988060152205,0 days 00:14:12,4.0844930283476586e-05
064,20080828102106,0.43684464880621776,0 days 06:29:12,1.8706947961896958e-05
064,20080829004705,0.03761383142073103,0 days 00:20:50,3.009106513658482e-05
064,20080829093306,0.5183868895545972,0 days 16:20:34,8.811008762868361e-06
064,20080830151230,0.06413124114109622,0 days 00:44:02,2.42737475931477e-05
064,20080831113836,0.05802023104707364,0 days 00:26:18,3.6768207254165806e-05
064,20080831161500,0.048884865790440955,0 days 00:47:38,1.710457165515779e-05
069,20080430071022,0.05477231017751974,0 days 03:38:23,4.180135097116671e-06
069,20080501232404,3.760022441535687,0 days 12:58:11,8.05299188609301e-05
069,20080503105251,3.245844875541769,0 days 04:46:47,0.00018863514125308124
069,20080505035622,0.020739695672611788,0 days 01:06:04,5.232012026390461e-06
069,20080506050533,0.08465479461028444,0 days 05:45:33,4.083094323555898e-06
069,20080510014258,0.1858287226469076,0 days 08:02:51,6.414301289113514e-06
069,20080527060559,0.45904615761630374,0 days 09:18:34,1.3697146196106217e-05
069,20080627011735,0.22463445560355277,0 days 04:43:00,1.3229355453683909e-05
075,20110803091252,0.002104829398716183,0 days 00:02:03,1.7112434135903924e-05
075,20110807090603,0.041707825987413565,0 days 00:27:48,2.5004691838976956e-05
075,20110808215103,0.08242193866988283,0 days 00:59:58,2.2907709469116962e-05
075,20110809092747,0.005468096683431515,0 days 00:17:21,5.252734566216633e-06
075,20110809094530,0.011552943867600961,0 days 00:08:14,2.3386526047775225e-05
075,20110809220352,0.10512114471279999,0 days 06:49:55,4.274085981410855e-06
075,20110824133934,0.5017677938099273,0 days 12:20:27,1.1294208337495832e-05
075,20110827140757,0.06081669195437259,0 days 01:07:43,1.4968420367800292e-05
075,20110828085951,0.041959194670447314,0 days 00:26:38,2.625731831692573e-05
075,20110828164033,0.14939936587125782,0 days 11:17:55,3.6730022340813233e-06
075,20110830140828,0.06560493645988603,0 days 00:42:49,2.5537149264260816e-05
075,20110902093233,0.23870686368168173,1 days 00:17:16,2.73007529715085e-06
075,20110930085058,12.372878793293832,0 days 15:25:51,0.00022273008214602496
